outing_id,number,title,notes,tags,text_overlay,duration,date,pitcher,hitter,inning,score,runners_on_base,outs,balls,strikes,pitch_result,pitch_type,velocity_mph,bip_type,bip_result,non_bip_result,top_or_bottom_letter,top_of_frame,inning_num,pa_id
5,106,"Tonas, A. VS Solomon, T.",Georgetown University vs College of William & Mary,,,8,,"Tonas, A.","Solomon, T.",B10,5-4,-,0,0,2,Strike Swinging,Slider,77,,,Strikeout,B,0,10,4
5,107,"Tonas, A. VS Williamson, B.",Georgetown University vs College of William & Mary,,,11,,"Tonas, A.","Williamson, B.",B10,5-4,-,1,0,0,BIP,Slider,77,Line Drive,Single,,B,0,10,5
5,108,"Tonas, A. VS Thomas, M.",Georgetown University vs College of William & Mary,,,6,,"Tonas, A.","Thomas, M.",B10,5-4,1B,1,0,0,Foul,Fastball,85,,,,B,0,10,6
5,109,"Tonas, A. VS Thomas, M.",Georgetown University vs College of William & Mary,,,5,,"Tonas, A.","Thomas, M.",B10,5-4,1B,1,0,1,Ball,Fastball,85,,,,B,0,10,6
5,110,"Tonas, A. VS Thomas, M.",Georgetown University vs College of William & Mary,,,5,,"Tonas, A.","Thomas, M.",B10,5-4,1B,1,1,1,Ball,Fastball,87,,,,B,0,10,6
5,111,"Tonas, A. VS Thomas, M.",Georgetown University vs College of William & Mary,,,5,,"Tonas, A.","Thomas, M.",B10,5-4,1B,1,2,1,Foul,Fastball,88,,,,B,0,10,6
5,112,"Tonas, A. VS Thomas, M.",Georgetown University vs College of William & Mary,,,5,,"Tonas, A.","Thomas, M.",B10,5-4,1B,1,2,2,Ball,Fastball,89,,,,B,0,10,6
5,113,"Tonas, A. VS Thomas, M.",Georgetown University vs College of William & Mary,,,8,,"Tonas, A.","Thomas, M.",B10,5-4,1B,1,3,2,BIP,Slider,77,Line Drive,Lined Into Double Play,,B,0,10,6
6,114,"Tonas, A. VS Shapiro, C.",University of Massachusetts vs Georgetown University,,,6,,"Tonas, A.","Shapiro, C.",T8,7-8,-,2,0,0,Foul,Fastball,86,,,,T,1,8,1
6,115,"Tonas, A. VS Shapiro, C.",University of Massachusetts vs Georgetown University,,,5,,"Tonas, A.","Shapiro, C.",T8,7-8,-,2,0,1,Strike Taken,Fastball,86,,,,T,1,8,1
6,116,"Tonas, A. VS Shapiro, C.",University of Massachusetts vs Georgetown University,,,5,,"Tonas, A.","Shapiro, C.",T8,7-8,-,2,0,2,Ball,Fastball,88,,,,T,1,8,1
6,117,"Tonas, A. VS Shapiro, C.",University of Massachusetts vs Georgetown University,,,8,,"Tonas, A.","Shapiro, C.",T8,7-8,-,2,1,2,BIP,Slider,75,Ground Ball,Groundout,,T,1,8,1
6,118,"Tonas, A. VS Skagerlind, K.",University of Massachusetts vs Georgetown University,,,5,,"Tonas, A.","Skagerlind, K.",T9,7-8,-,0,0,0,Strike Taken,Slider,77,,,,T,1,9,2
6,119,"Tonas, A. VS Skagerlind, K.",University of Massachusetts vs Georgetown University,,,8,,"Tonas, A.","Skagerlind, K.",T9,7-8,-,0,0,1,BIP,Changeup,81,Fly Ball,Flyout,,T,1,9,2
6,120,"Tonas, A. VS DeMartino, D.",University of Massachusetts vs Georgetown University,,,5,,"Tonas, A.","DeMartino, D.",T9,7-8,-,1,0,0,Strike Taken,Fastball,87,,,,T,1,9,3
6,121,"Tonas, A. VS DeMartino, D.",University of Massachusetts vs Georgetown University,,,5,,"Tonas, A.","DeMartino, D.",T9,7-8,-,1,0,1,Strike Taken,Changeup,81,,,,T,1,9,3
6,122,"Tonas, A. VS DeMartino, D.",University of Massachusetts vs Georgetown University,,,5,,"Tonas, A.","DeMartino, D.",T9,7-8,-,1,0,2,Foul,Fastball,89,,,,T,1,9,3
6,123,"Tonas, A. VS DeMartino, D.",University of Massachusetts vs Georgetown University,,,4,,"Tonas, A.","DeMartino, D.",T9,7-8,-,1,0,2,Ball,Changeup,83,,,,T,1,9,3
6,124,"Tonas, A. VS DeMartino, D.",University of Massachusetts vs Georgetown University,,,5,,"Tonas, A.","DeMartino, D.",T9,7-8,-,1,1,2,Foul,Slider,78,,,,T,1,9,3
6,125,"Tonas, A. VS DeMartino, D.",University of Massachusetts vs Georgetown University,,,6,,"Tonas, A.","DeMartino, D.",T9,7-8,-,1,1,2,Strike Swinging,Fastball,87,,,Strikeout,T,1,9,3
6,126,"Tonas, A. VS Rounds, M.",University of Massachusetts vs Georgetown University,,,5,,"Tonas, A.","Rounds, M.",T9,7-8,-,2,0,0,Strike Taken,Fastball,88,,,,T,1,9,4
6,127,"Tonas, A. VS Rounds, M.",University of Massachusetts vs Georgetown University,,,5,,"Tonas, A.","Rounds, M.",T9,7-8,-,2,0,1,Strike Taken,Fastball,87,,,,T,1,9,4
6,128,"Tonas, A. VS Rounds, M.",University of Massachusetts vs Georgetown University,,,6,,"Tonas, A.","Rounds, M.",T9,7-8,-,2,0,2,Strike Swinging,Slider,78,,,Strikeout,T,1,9,4
6,129,"Tonas, A. VS Rounds, M.",University of Massachusetts vs Georgetown University,,,5,,"Tonas, A.","Rounds, M.",T9,6-11,1B,1,0,0,Foul,Fastball,86,,,,T,1,9,4
6,130,"Tonas, A. VS Rounds, M.",University of Massachusetts vs Georgetown University,,,14,,"Tonas, A.","Rounds, M.",T9,6-11,1B,1,0,1,BIP,Slider,77,Fly Ball,Double,,T,1,9,4
6,131,"Tonas, A. VS MacLean, W.",University of Massachusetts vs Georgetown University,,,9,,"Tonas, A.","MacLean, W.",T9,6-11,2B-3B,1,0,0,BIP,Fastball,87,Ground Ball,Groundout,,T,1,9,5
6,132,"Tonas, A. VS Given, J.",University of Massachusetts vs Georgetown University,,,5,,"Tonas, A.","Given, J.",T9,7-11,3B,2,0,0,Foul,Fastball,87,,,,T,1,9,6
6,133,"Tonas, A. VS Given, J.",University of Massachusetts vs Georgetown University,,,5,,"Tonas, A.","Given, J.",T9,7-11,3B,2,0,1,Foul,Fastball,87,,,,T,1,9,6
6,134,"Tonas, A. VS Given, J.",University of Massachusetts vs Georgetown University,,,5,,"Tonas, A.","Given, J.",T9,7-11,3B,2,0,2,Ball,Changeup,0,,,,T,1,9,6
6,135,"Tonas, A. VS Given, J.",University of Massachusetts vs Georgetown University,,,10,,"Tonas, A.","Given, J.",T9,7-11,3B,2,1,2,BIP,Fastball,87,Ground Ball,Groundout,,T,1,9,6
7,136,"Tonas, A. VS Brandon, T.",Georgetown University vs Norfolk State University,,,4,,"Tonas, A.","Brandon, T.",B8,12-7,1B-2B-3B,1,0,0,Foul,Fastball,0,,,,B,0,8,1
7,137,"Tonas, A. VS Brandon, T.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Brandon, T.",B8,12-7,1B-2B-3B,1,0,1,Foul,Fastball,0,,,,B,0,8,1
7,138,"Tonas, A. VS Brandon, T.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Brandon, T.",B8,12-7,1B-2B-3B,1,0,2,Ball,Fastball,0,,,,B,0,8,1
7,139,"Tonas, A. VS Brandon, T.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Brandon, T.",B8,12-7,1B-2B-3B,1,1,2,Ball,Fastball,0,,,,B,0,8,1
7,140,"Tonas, A. VS Brandon, T.",Georgetown University vs Norfolk State University,,,6,,"Tonas, A.","Brandon, T.",B8,12-7,1B-2B-3B,1,2,2,Ball,Fastball,0,,,,B,0,8,1
7,141,"Tonas, A. VS Brandon, T.",Georgetown University vs Norfolk State University,,,6,,"Tonas, A.","Brandon, T.",B8,12-7,1B-2B-3B,1,3,2,Strike Taken,Fastball,0,,,Strikeout,B,0,8,1
7,142,"Tonas, A. VS Woods, T.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Woods, T.",B8,12-7,1B-2B-3B,2,0,0,Strike Swinging,Slider,0,,,,B,0,8,2
7,143,"Tonas, A. VS Woods, T.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Woods, T.",B8,12-7,1B-2B-3B,2,0,1,Strike Taken,Fastball,0,,,,B,0,8,2
7,144,"Tonas, A. VS Woods, T.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Woods, T.",B8,12-7,1B-2B-3B,2,0,2,Ball,Slider,0,,,,B,0,8,2
7,145,"Tonas, A. VS Woods, T.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Woods, T.",B8,12-7,1B-2B-3B,2,1,2,Ball,Fastball,0,,,,B,0,8,2
7,146,"Tonas, A. VS Woods, T.",Georgetown University vs Norfolk State University,,,9,,"Tonas, A.","Woods, T.",B8,12-7,1B-2B-3B,2,2,2,BIP,Fastball,0,Ground Ball,Groundout,,B,0,8,2
7,147,"Tonas, A. VS Boykin, P.",Georgetown University vs Norfolk State University,,,4,,"Tonas, A.","Boykin, P.",B9,15-7,-,0,0,0,Ball,Changeup,0,,,,B,0,9,3
7,148,"Tonas, A. VS Boykin, P.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Boykin, P.",B9,15-7,-,0,1,0,Ball,Fastball,0,,,,B,0,9,3
7,149,"Tonas, A. VS Boykin, P.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Boykin, P.",B9,15-7,-,0,2,0,Strike Taken,Fastball,0,,,,B,0,9,3
7,150,"Tonas, A. VS Boykin, P.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Boykin, P.",B9,15-7,-,0,2,1,Strike Swinging,Fastball,0,,,,B,0,9,3
7,151,"Tonas, A. VS Boykin, P.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Boykin, P.",B9,15-7,-,0,2,2,Foul,Fastball,0,,,,B,0,9,3
7,152,"Tonas, A. VS Boykin, P.",Georgetown University vs Norfolk State University,,,6,,"Tonas, A.","Boykin, P.",B9,15-7,-,0,2,2,Strike Swinging,Changeup,0,,,Strikeout,B,0,9,3
7,153,"Tonas, A. VS Singh, K.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Singh, K.",B9,15-7,-,1,0,0,Strike Taken,Fastball,0,,,,B,0,9,4
7,154,"Tonas, A. VS Singh, K.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Singh, K.",B9,15-7,-,1,0,1,Strike Swinging,Slider,0,,,,B,0,9,4
7,155,"Tonas, A. VS Singh, K.",Georgetown University vs Norfolk State University,,,6,,"Tonas, A.","Singh, K.",B9,15-7,-,1,0,2,Ball,Slider,0,,,,B,0,9,4
7,156,"Tonas, A. VS Singh, K.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Singh, K.",B9,15-7,-,1,1,2,Ball,Fastball,0,,,,B,0,9,4
7,157,"Tonas, A. VS Singh, K.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Singh, K.",B9,15-7,-,1,2,2,Strike Swinging,Slider,0,,,Strikeout,B,0,9,4
7,158,"Tonas, A. VS Donnell, C.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Donnell, C.",B9,15-7,-,2,0,0,Ball,Fastball,0,,,,B,0,9,5
7,159,"Tonas, A. VS Donnell, C.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Donnell, C.",B9,15-7,-,2,1,0,Ball,Fastball,0,,,,B,0,9,5
7,160,"Tonas, A. VS Donnell, C.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Donnell, C.",B9,15-7,-,2,2,0,Foul,Fastball,0,,,,B,0,9,5
7,161,"Tonas, A. VS Donnell, C.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Donnell, C.",B9,15-7,-,2,2,1,Strike Taken,Fastball,0,,,,B,0,9,5
7,162,"Tonas, A. VS Donnell, C.",Georgetown University vs Norfolk State University,,,7,,"Tonas, A.","Donnell, C.",B9,15-7,-,2,2,2,Ball,Changeup,0,,,,B,0,9,5
7,163,"Tonas, A. VS Donnell, C.",Georgetown University vs Norfolk State University,,,6,,"Tonas, A.","Donnell, C.",B9,15-7,-,2,3,2,Strike Taken,Slider,0,,,Strikeout,B,0,9,5
7,164,"Tonas, A. VS Singh, K.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Singh, K.",B8,1-2,1B-2B,2,0,0,Ball,Slider,0,,,,B,0,8,6
7,165,"Tonas, A. VS Singh, K.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Singh, K.",B8,1-2,1B-2B,2,1,0,Strike Swinging,Fastball,0,,,,B,0,8,6
7,166,"Tonas, A. VS Singh, K.",Georgetown University vs Norfolk State University,,,10,,"Tonas, A.","Singh, K.",B8,1-2,1B-2B,2,1,1,Ball,Slider,0,,,,B,0,8,6
7,167,"Tonas, A. VS Singh, K.",Georgetown University vs Norfolk State University,,,5,,"Tonas, A.","Singh, K.",B8,1-2,2B-3B,2,2,1,Foul,Fastball,0,,,,B,0,8,6
7,168,"Tonas, A. VS Singh, K.",Georgetown University vs Norfolk State University,,,6,,"Tonas, A.","Singh, K.",B8,1-2,2B-3B,2,2,2,Strike Swinging,Slider,0,,,Strikeout,B,0,8,6
8,169,"Tonas, A. VS Ciuffreda, P.",Lafayette College vs Georgetown University,,,4,,"Tonas, A.","Ciuffreda, P.",T6,4-14,-,0,0,0,Ball,Fastball,85,,,,T,1,6,1
8,170,"Tonas, A. VS Ciuffreda, P.",Lafayette College vs Georgetown University,,,8,,"Tonas, A.","Ciuffreda, P.",T6,4-14,-,0,1,0,BIP,Fastball,86,Ground Ball,Groundout,,T,1,6,1
8,171,"Tonas, A. VS Dorighi, C.",Lafayette College vs Georgetown University,,,7,,"Tonas, A.","Dorighi, C.",T6,4-14,-,1,0,0,BIP,Fastball,85,Line Drive,Lineout,,T,1,6,2
8,172,"Tonas, A. VS Ingram, S.",Lafayette College vs Georgetown University,,,5,,"Tonas, A.","Ingram, S.",T6,4-14,-,2,0,0,Ball,Fastball,0,,,,T,1,6,3
8,173,"Tonas, A. VS Ingram, S.",Lafayette College vs Georgetown University,,,8,,"Tonas, A.","Ingram, S.",T6,4-14,-,2,1,0,Foul,Fastball,85,,,,T,1,6,3
8,174,"Tonas, A. VS Ingram, S.",Lafayette College vs Georgetown University,,,5,,"Tonas, A.","Ingram, S.",T6,4-14,-,2,1,1,Ball,Changeup,81,,,,T,1,6,3
8,175,"Tonas, A. VS Ingram, S.",Lafayette College vs Georgetown University,,,5,,"Tonas, A.","Ingram, S.",T6,4-14,-,2,2,1,Ball,Fastball,0,,,,T,1,6,3
8,176,"Tonas, A. VS Ingram, S.",Lafayette College vs Georgetown University,,,4,,"Tonas, A.","Ingram, S.",T6,4-14,-,2,3,1,Strike Taken,Fastball,0,,,,T,1,6,3
8,177,"Tonas, A. VS Ingram, S.",Lafayette College vs Georgetown University,,,6,,"Tonas, A.","Ingram, S.",T6,4-14,-,2,3,2,Strike Swinging,Changeup,76,,,Strikeout,T,1,6,3
8,178,"Tonas, A. VS Kiah, E.",Lafayette College vs Georgetown University,,,5,,"Tonas, A.","Kiah, E.",T7,4-14,-,0,0,0,Ball,Fastball,85,,,,T,1,7,4
8,179,"Tonas, A. VS Kiah, E.",Lafayette College vs Georgetown University,,,8,,"Tonas, A.","Kiah, E.",T7,4-14,-,0,1,0,BIP,Fastball,85,Fly Ball,Flyout,,T,1,7,4
8,180,"Tonas, A. VS Chmielewski, K.",Lafayette College vs Georgetown University,,,10,,"Tonas, A.","Chmielewski, K.",T7,4-14,-,1,0,0,BIP,Fastball,85,Line Drive,Single,,T,1,7,5
8,181,"Tonas, A. VS Grech, J.",Lafayette College vs Georgetown University,,,4,,"Tonas, A.","Grech, J.",T7,4-14,1B,1,0,0,Ball,Changeup,78,,,,T,1,7,6
8,182,"Tonas, A. VS Grech, J.",Lafayette College vs Georgetown University,,,9,,"Tonas, A.","Grech, J.",T7,4-14,1B,1,1,0,BIP,Fastball,84,Line Drive,Lined Into Double Play,,T,1,7,6
9,183,"Tonas, A. VS Skettini, B.",Rider University vs Georgetown University,,,6,,"Tonas, A.","Skettini, B.",T6,4-1,-,0,0,0,Foul,Fastball,87,,,,T,1,6,1
9,184,"Tonas, A. VS Skettini, B.",Rider University vs Georgetown University,,,7,,"Tonas, A.","Skettini, B.",T6,4-1,-,0,0,1,Ball,Slider,0,,,,T,1,6,1
9,185,"Tonas, A. VS Skettini, B.",Rider University vs Georgetown University,,,5,,"Tonas, A.","Skettini, B.",T6,4-1,-,0,1,1,Strike Taken,Fastball,87,,,,T,1,6,1
9,186,"Tonas, A. VS Skettini, B.",Rider University vs Georgetown University,,,6,,"Tonas, A.","Skettini, B.",T6,4-1,-,0,1,2,Ball,Slider,77,,,,T,1,6,1
9,187,"Tonas, A. VS Skettini, B.",Rider University vs Georgetown University,,,6,,"Tonas, A.","Skettini, B.",T6,4-1,-,0,2,2,Strike Swinging,Slider,83,,,Strikeout,T,1,6,1
9,188,"Tonas, A. VS Lesch, L.",Rider University vs Georgetown University,,,4,,"Tonas, A.","Lesch, L.",T6,4-1,-,1,0,0,Strike Taken,Fastball,87,,,,T,1,6,2
9,189,"Tonas, A. VS Lesch, L.",Rider University vs Georgetown University,,,5,,"Tonas, A.","Lesch, L.",T6,4-1,-,1,0,1,Ball,Fastball,87,,,,T,1,6,2
9,190,"Tonas, A. VS Lesch, L.",Rider University vs Georgetown University,,,5,,"Tonas, A.","Lesch, L.",T6,4-1,-,1,1,1,Strike Taken,Fastball,86,,,,T,1,6,2
9,191,"Tonas, A. VS Lesch, L.",Rider University vs Georgetown University,,,5,,"Tonas, A.","Lesch, L.",T6,4-1,-,1,1,2,Foul,Fastball,87,,,,T,1,6,2
9,192,"Tonas, A. VS Lesch, L.",Rider University vs Georgetown University,,,5,,"Tonas, A.","Lesch, L.",T6,4-1,-,1,1,2,Strike Swinging,Slider,78,,,Strikeout,T,1,6,2
9,193,"Tonas, A. VS O'Donnell, B.",Rider University vs Georgetown University,,,5,,"Tonas, A.","O'Donnell, B.",T6,4-1,-,2,0,0,Strike Taken,Fastball,87,,,,T,1,6,3
9,194,"Tonas, A. VS O'Donnell, B.",Rider University vs Georgetown University,,,5,,"Tonas, A.","O'Donnell, B.",T6,4-1,-,2,0,1,Ball,Fastball,87,,,,T,1,6,3
9,195,"Tonas, A. VS O'Donnell, B.",Rider University vs Georgetown University,,,4,,"Tonas, A.","O'Donnell, B.",T6,4-1,-,2,1,1,Ball,Changeup,80,,,,T,1,6,3
9,196,"Tonas, A. VS O'Donnell, B.",Rider University vs Georgetown University,,,6,,"Tonas, A.","O'Donnell, B.",T6,4-1,-,2,2,1,Foul,Fastball,87,,,,T,1,6,3
9,197,"Tonas, A. VS O'Donnell, B.",Rider University vs Georgetown University,,,6,,"Tonas, A.","O'Donnell, B.",T6,4-1,-,2,2,2,Foul,Changeup,82,,,,T,1,6,3
9,198,"Tonas, A. VS O'Donnell, B.",Rider University vs Georgetown University,,,10,,"Tonas, A.","O'Donnell, B.",T6,4-1,-,2,2,2,BIP,Fastball,85,Ground Ball,Groundout,,T,1,6,3
9,199,"Tonas, A. VS Shaw, S.",Rider University vs Georgetown University,,,4,,"Tonas, A.","Shaw, S.",T7,4-1,-,0,0,0,Ball,Slider,77,,,,T,1,7,4
9,200,"Tonas, A. VS Shaw, S.",Rider University vs Georgetown University,,,5,,"Tonas, A.","Shaw, S.",T7,4-1,-,0,1,0,Ball,Fastball,86,,,,T,1,7,4
9,201,"Tonas, A. VS Shaw, S.",Rider University vs Georgetown University,,,7,,"Tonas, A.","Shaw, S.",T7,4-1,-,0,2,0,Foul,Fastball,86,,,,T,1,7,4
9,202,"Tonas, A. VS Shaw, S.",Rider University vs Georgetown University,,,5,,"Tonas, A.","Shaw, S.",T7,4-1,-,0,2,1,Strike Taken,Fastball,87,,,,T,1,7,4
9,203,"Tonas, A. VS Shaw, S.",Rider University vs Georgetown University,,,10,,"Tonas, A.","Shaw, S.",T7,4-1,-,0,2,2,BIP,Fastball,86,Ground Ball,Groundout,,T,1,7,4
9,204,"Tonas, A. VS Erbe, J.",Rider University vs Georgetown University,,,4,,"Tonas, A.","Erbe, J.",T7,4-1,-,1,0,0,Ball,Changeup,81,,,,T,1,7,5
9,205,"Tonas, A. VS Erbe, J.",Rider University vs Georgetown University,,,5,,"Tonas, A.","Erbe, J.",T7,4-1,-,1,1,0,Ball,Fastball,87,,,,T,1,7,5
9,206,"Tonas, A. VS Erbe, J.",Rider University vs Georgetown University,,,5,,"Tonas, A.","Erbe, J.",T7,4-1,-,1,2,0,Ball,Fastball,86,,,,T,1,7,5
9,207,"Tonas, A. VS Erbe, J.",Rider University vs Georgetown University,,,5,,"Tonas, A.","Erbe, J.",T7,4-1,-,1,3,0,Strike Taken,Fastball,86,,,,T,1,7,5
9,208,"Tonas, A. VS Erbe, J.",Rider University vs Georgetown University,,,6,,"Tonas, A.","Erbe, J.",T7,4-1,-,1,3,1,Foul,Fastball,83,,,,T,1,7,5
9,209,"Tonas, A. VS Erbe, J.",Rider University vs Georgetown University,,,12,,"Tonas, A.","Erbe, J.",T7,4-1,-,1,3,2,BIP,Fastball,86,Fly Ball,Flyout,,T,1,7,5
9,210,"Tonas, A. VS Winsett, J.",Rider University vs Georgetown University,,,5,,"Tonas, A.","Winsett, J.",T7,4-1,-,2,0,0,Ball,Slider,76,,,,T,1,7,6
9,211,"Tonas, A. VS Winsett, J.",Rider University vs Georgetown University,,,5,,"Tonas, A.","Winsett, J.",T7,4-1,-,2,1,0,Strike Taken,Fastball,86,,,,T,1,7,6
9,212,"Tonas, A. VS Winsett, J.",Rider University vs Georgetown University,,,5,,"Tonas, A.","Winsett, J.",T7,4-1,-,2,1,1,Strike Taken,Fastball,85,,,,T,1,7,6
9,213,"Tonas, A. VS Winsett, J.",Rider University vs Georgetown University,,,11,,"Tonas, A.","Winsett, J.",T7,4-1,-,2,1,2,Foul,Fastball,86,,,,T,1,7,6
9,214,"Tonas, A. VS Winsett, J.",Rider University vs Georgetown University,,,8,,"Tonas, A.","Winsett, J.",T7,4-1,-,2,1,2,BIP,Slider,78,Line Drive,Lineout,,T,1,7,6
